Simbolo	Ocurrencias	Frecuencia
rus	51695	0.000114623
rut	52905	0.000117306
ruu	133	2.94901e-07
ruv	314	6.96232e-07
ruw	59	1.30821e-07
rux	260	5.76498e-07
ruy	13569	3.00865e-05
ruz	33818	7.49847e-05
rva	113250	0.000251109
rvc	5	1.10865e-08
rvd	24	5.32152e-08
rve	53535	0.000118703
rvg	3	6.6519e-09
rvi	136523	0.000302712
rvl	1	2.2173e-09
rvm	8	1.77384e-08
rvn	1	2.2173e-09
rvo	11393	2.52617e-05
rvr	2	4.4346e-09
rvs	22	4.87806e-08
rvu	336	7.45013e-07
rvv	5	1.10865e-08
rvy	71	1.57428e-07
rwa	562	1.24612e-06
rwb	1	2.2173e-09
rwd	5	1.10865e-08
rwe	401	8.89137e-07
rwh	19	4.21287e-08
rwi	2901	6.43239e-06
rwn	1	2.2173e-09
rwo	303	6.71842e-07
rwr	6	1.33038e-08
rws	7	1.55211e-08
rwt	1	2.2173e-09
rwu	5	1.10865e-08
rwy	5	1.10865e-08
rxa	52	1.153e-07
rxb	3	6.6519e-09
rxc	6	1.33038e-08
rxd	1	2.2173e-09
rxe	74	1.6408e-07
rxh	1	2.2173e-09
rxi	4432	9.82707e-06
rxj	1	2.2173e-09
rxl	1	2.2173e-09
rxm	1	2.2173e-09
rxo	23	5.09979e-08
rxp	1	2.2173e-09
rxt	1	2.2173e-09
rxu	6	1.33038e-08
rxx	2	4.4346e-09
rya	866	1.92018e-06
ryb	57	1.26386e-07
ryc	433	9.60091e-07
ryd	342	7.58317e-07
rye	153	3.39247e-07
ryf	9	1.99557e-08
ryg	34	7.53882e-08
ryh	33	7.31709e-08
ryi	37	8.20401e-08
ryj	8	1.77384e-08
ryk	136	3.01553e-07
ryl	635	1.40799e-06
rym	157	3.48116e-07
ryn	409	9.06876e-07
ryo	377	8.35922e-07
ryp	288	6.38582e-07
ryq	2	4.4346e-09
ryr	10	2.2173e-08
rys	949	2.10422e-06
ryt	218	4.83371e-07
ryu	157	3.48116e-07
ryv	4	8.8692e-09
ryw	17	3.76941e-08
ryx	33	7.31709e-08
ryz	50	1.10865e-07
rza	81398	0.000180484
rzb	82	1.81819e-07
rzc	8	1.77384e-08
rzd	1	2.2173e-09
rze	1078	2.39025e-06
rzf	6	1.33038e-08
rzg	2	4.4346e-09
rzh	73	1.61863e-07
rzi	453	1.00444e-06
rzj	1	2.2173e-09
rzk	34	7.53882e-08
rzl	21	4.65633e-08
rzm	5	1.10865e-08
rzn	13	2.88249e-08
rzo	54493	0.000120827
rzr	1	2.2173e-09
rzs	27	5.98671e-08
rzt	31	6.87363e-08
rzu	2807	6.22396e-06
rzw	19	4.21287e-08
rzy	128	2.83814e-07
rzz	10	2.2173e-08
saa	2856	6.33261e-06
sab	277213	0.000614664
sac	121527	0.000269462
sad	223625	0.000495844
sae	3418	7.57873e-06
saf	10316	2.28737e-05
sag	21447	4.75544e-05
sah	4587	1.01708e-05
sai	9803	2.17362e-05
saj	40967	9.08361e-05
sak	1469	3.25721e-06
sal	380060	0.000842707
sam	104361	0.0002314
san	322327	0.000714696
sañ	1671	3.70511e-06
sao	1202	2.66519e-06
sap	34786	7.7131e-05
saq	4417	9.79381e-06
sar	417895	0.000926599
sas	290722	0.000644618
sat	49245	0.000109191
sau	9117	2.02151e-05
sav	3566	7.90689e-06
saw	409	9.06876e-07
sax	875	1.94014e-06
say	17673	3.91863e-05
saz	3417	7.57651e-06
sba	6353	1.40865e-05
sbb	11	2.43903e-08
sbc	90	1.99557e-07
sbd	3	6.6519e-09
sbe	2091	4.63637e-06
sbf	7	1.55211e-08
sbg	2	4.4346e-09
sbh	1	2.2173e-09
sbi	1767	3.91797e-06
sbj	7	1.55211e-08
sbk	1	2.2173e-09
sbl	565	1.25277e-06
sbm	5	1.10865e-08
sbn	389	8.6253e-07
sbo	11972	2.65455e-05
sbp	10	2.2173e-08
sbr	454	1.00665e-06
sbs	77	1.70732e-07
sbt	15	3.32595e-08
sbu	3080	6.82928e-06
sbw	1	2.2173e-09
sby	307	6.80711e-07
sca	284126	0.000629993
scb	6	1.33038e-08
scc	34	7.53882e-08
scd	29	6.43017e-08
sce	98795	0.000219058
scf	20	4.4346e-08
scg	18	3.99114e-08
sch	22646	5.0213e-05
sci	79764	0.000176861
scj	84	1.86253e-07
sck	38	8.42574e-08
scl	12534	2.77916e-05
scm	23	5.09979e-08
scn	12	2.66076e-08
sco	204880	0.00045428
scp	45	9.97785e-08
scq	16	3.54768e-08
scr	153409	0.000340154
scs	104	2.30599e-07
sct	127	2.81597e-07
scu	237521	0.000526655
scv	5	1.10865e-08
scw	7	1.55211e-08
scy	26	5.76498e-08
scz	8	1.77384e-08
sda	992	2.19956e-06
sdb	21	4.65633e-08
sdc	54	1.19734e-07
sdd	17	3.76941e-08
sde	202334	0.000448635
sdf	5	1.10865e-08
sdg	26	5.76498e-08
sdh	13	2.88249e-08
sdi	5774	1.28027e-05
sdj	1	2.2173e-09
sdk	6	1.33038e-08
sdl	47	1.04213e-07
sdm	13	2.88249e-08
sdn	128	2.83814e-07
sdo	1276	2.82927e-06
sdp	20	4.4346e-08
sdr	638	1.41464e-06
sds	98	2.17295e-07
sdu	159	3.52551e-07
sdv	2	4.4346e-09
sdw	1	2.2173e-09
sdy	5	1.10865e-08
sdz	2	4.4346e-09
sea	132950	0.00029479
seb	10159	2.25256e-05
sec	222530	0.000493416
sed	28837	6.39403e-05
see	19488	4.32107e-05
sef	3484	7.72507e-06
seg	430269	0.000954035
seh	109	2.41686e-07
sei	41514	9.2049e-05
sej	48706	0.000107996
sek	503	1.1153e-06
sel	72886	0.00016161
sem	128165	0.00028418
sen	557590	0.00123634
señ	180505	0.000400234
seo	47561	0.000105457
sep	61435	0.00013622
seq	9302	2.06253e-05
ser	683675	0.00151591
ses	266340	0.000590556
set	56835	0.00012602
seu	5109	1.13282e-05
sev	24303	5.3887e-05
sew	166	3.68072e-07
sex	37564	8.32907e-05
sey	2796	6.19957e-06
sez	2558	5.67185e-06
sfa	21410	4.74724e-05
sfb	10	2.2173e-08
sfc	7	1.55211e-08
sfd	2	4.4346e-09
sfe	30618	6.78893e-05
sff	3	6.6519e-09
sfg	3	6.6519e-09
sfh	1	2.2173e-09
sfi	9662	2.14236e-05
sfj	2	4.4346e-09
sfk	1	2.2173e-09
sfl	206	4.56764e-07
sfm	8	1.77384e-08
sfn	19	4.21287e-08
sfo	29125	6.45789e-05
sfp	63	1.3969e-07
sfq	4	8.8692e-09
sfr	15868	3.51841e-05
sfs	13	2.88249e-08
sft	4	8.8692e-09
sfu	27602	6.12019e-05
sfw	3	6.6519e-09
sfy	4	8.8692e-09
sfz	1	2.2173e-09
sga	11834	2.62395e-05
sgb	39	8.64747e-08
sgc	9	1.99557e-08
sgd	2	4.4346e-09
sge	566	1.25499e-06
sgf	2	4.4346e-09
sgg	6	1.33038e-08
sgh	3	6.6519e-09
sgi	42	9.31266e-08
sgk	1	2.2173e-09
sgl	513	1.13747e-06
sgm	13	2.88249e-08
sgn	25	5.54325e-08
sgo	33333	7.39093e-05
sgp	62	1.37473e-07
sgr	14950	3.31486e-05
sgs	41	9.09093e-08
sgt	50	1.10865e-07
sgu	7172	1.59025e-05
sgv	9	1.99557e-08
sgx	1	2.2173e-09
sha	12978	2.87761e-05
shb	237	5.255e-07
shc	212	4.70068e-07
shd	280	6.20844e-07
she	7192	1.59468e-05
shf	54	1.19734e-07
shg	7	1.55211e-08
shh	134	2.97118e-07
shi	18108	4.01509e-05
shj	5	1.10865e-08
shk	517	1.14634e-06
shl	302	6.69625e-07
shm	583	1.29269e-06
shn	492	1.09091e-06
sho	7542	1.67229e-05
shp	41	9.09093e-08
shq	5	1.10865e-08
shr	219	4.85589e-07
shs	38	8.42574e-08
sht	231	5.12196e-07
shu	2313	5.12861e-06
shv	131	2.90466e-07
shw	280	6.20844e-07
shy	167	3.70289e-07
sia	128445	0.000284801
sib	171705	0.000380722
sic	267087	0.000592212
sid	485005	0.0010754
sie	252195	0.000559192
sif	24138	5.35212e-05
sig	290144	0.000643336
sih	100	2.2173e-07
sii	194	4.30156e-07
sij	1573	3.48781e-06
sik	606	1.34368e-06
sil	114561	0.000254016
sim	171310	0.000379846
sin	558153	0.00123759
siñ	253	5.60977e-07
sio	652438	0.00144665
sip	3349	7.42574e-06
siq	30957	6.8641e-05
sir	32719	7.25478e-05
sis	306034	0.000678569
sit	291162	0.000645594
siu	891	1.97561e-06
siv	108263	0.000240052
siw	36	7.98228e-08
six	662	1.46785e-06
siy	52	1.153e-07
siz	125	2.77163e-07
sja	106	2.35034e-07
sjb	10	2.2173e-08
sjc	131	2.90466e-07
sjd	1	2.2173e-09
sje	109	2.41686e-07
sjf	1	2.2173e-09
sjg	3	6.6519e-09
sji	13	2.88249e-08
sjk	1	2.2173e-09
sjm	23	5.09979e-08
sjn	14	3.10422e-08
sjo	960	2.12861e-06
sjp	22	4.87806e-08
sjr	3	6.6519e-09
sjs	2	4.4346e-09
sju	57	1.26386e-07
sjv	2	4.4346e-09
sjz	1	2.2173e-09
ska	5978	1.3255e-05
skb	11	2.43903e-08
skc	9	1.99557e-08
skd	2	4.4346e-09
ske	1878	4.16409e-06
skf	35	7.76055e-08
skh	36	7.98228e-08
ski	6834	1.5153e-05
skj	69	1.52994e-07
skk	98	2.17295e-07
skl	28	6.20844e-08
skm	5	1.10865e-08
skn	14	3.10422e-08
sko	1658	3.67628e-06
skp	5	1.10865e-08
skr	67	1.48559e-07
sks	18	3.99114e-08
skt	59	1.30821e-07
sku	342	7.58317e-07
skv	20	4.4346e-08
skw	13	2.88249e-08
sky	6419	1.42328e-05
sla	82074	0.000181983
slb	3	6.6519e-09
slc	9	1.99557e-08
sld	20	4.4346e-08
sle	5106	1.13215e-05
slf	3	6.6519e-09
slg	15	3.32595e-08
slh	7	1.55211e-08
sli	6815	1.51109e-05
slj	1	2.2173e-09
slk	7	1.55211e-08
sll	26	5.76498e-08
slm	14	3.10422e-08
sln	869	1.92683e-06
slo	9271	2.05566e-05
slp	16	3.54768e-08
slr	11	2.43903e-08
sls	8	1.77384e-08
slt	6	1.33038e-08
slu	5934	1.31575e-05
slw	2	4.4346e-09
slx	7	1.55211e-08
sly	40	8.8692e-08
sma	110039	0.000243989
smb	8	1.77384e-08
smc	3	6.6519e-09
smd	3	6.6519e-09
sme	14239	3.15721e-05
smf	3	6.6519e-09
smg	3	6.6519e-09
smh	4	8.8692e-09
smi	45464	0.000100807
smk	3	6.6519e-09
sml	17	3.76941e-08
smm	30	6.6519e-08
smn	46	1.01996e-07
smo	384982	0.000853621
smp	24	5.32152e-08
smr	20	4.4346e-08
sms	154	3.41464e-07
smt	52	1.153e-07
smu	1298	2.87806e-06
smv	7	1.55211e-08
smw	7	1.55211e-08
smx	2	4.4346e-09
smy	72	1.59646e-07
smz	6	1.33038e-08
sna	4448	9.86255e-06
snb	43	9.53439e-08
snc	270	5.98671e-07
snd	34	7.53882e-08
sne	4446	9.85812e-06
snf	12	2.66076e-08
sng	1	2.2173e-09
snh	1	2.2173e-09
sni	5915	1.31153e-05
snj	7	1.55211e-08
snk	12	2.66076e-08
snl	3	6.6519e-09
snm	25	5.54325e-08
snn	6	1.33038e-08
sno	2573	5.70511e-06
snp	48	1.0643e-07
snr	3	6.6519e-09
sns	110	2.43903e-07
snt	125	2.77163e-07
snu	11800	2.61641e-05
snv	2	4.4346e-09
sny	62	1.37473e-07
sña	4	8.8692e-09
sñe	1	2.2173e-09
sñi	2	4.4346e-09
soa	1780	3.94679e-06
sob	345200	0.000765412
soc	237749	0.000527161
sod	11257	2.49601e-05
soe	17904	3.96985e-05
sof	35334	7.83461e-05
sog	2183	4.84037e-06
soh	538	1.19291e-06
soi	2115	4.68959e-06
soj	1454	3.22395e-06
sok	495	1.09756e-06
sol	499608	0.00110778
som	79544	0.000176373
son	511937	0.00113512
soñ	9275	2.05655e-05
soo	147	3.25943e-07
sop	27552	6.10911e-05
soq	596	1.32151e-06
sor	155830	0.000345522
sos	358783	0.00079553
sot	59065	0.000130965
sou	3951	8.76055e-06
sov	11899	2.63837e-05
sow	99	2.19513e-07
sox	300	6.6519e-07
soy	28106	6.23194e-05
soz	328	7.27274e-07
spa	325729	0.000722239
spb	6	1.33038e-08
spc	43	9.53439e-08
spd	304	6.74059e-07
spe	519108	0.00115102
spf	13	2.88249e-08
spg	21	4.65633e-08
sph	423	9.37918e-07
spi	129188	0.000286449
spj	15	3.32595e-08
spk	2	4.4346e-09
spl	32016	7.09891e-05
spm	39	8.64747e-08
spn	51	1.13082e-07
spñ	1	2.2173e-09
spo	233161	0.000516988
spp	283	6.27496e-07
spq	5	1.10865e-08
spr	22705	5.03438e-05
sps	131	2.90466e-07
spt	15	3.32595e-08
spu	186264	0.000413003
spv	112	2.48338e-07
spw	3	6.6519e-09
spx	1	2.2173e-09
spy	115	2.5499e-07
sqa	18	3.99114e-08
sqc	1	2.2173e-09
sqe	2	4.4346e-09
sqh	1	2.2173e-09
sqj	1	2.2173e-09
sql	72	1.59646e-07
sqm	7	1.55211e-08
sqo	7	1.55211e-08
sqq	1	2.2173e-09
sqr	1	2.2173e-09
sqt	1	2.2173e-09
squ	72083	0.00015983
sqv	1	2.2173e-09
sqy	1	2.2173e-09
sra	12029	2.66719e-05
srb	10	2.2173e-08
src	22	4.87806e-08
srd	24	5.32152e-08
sre	975	2.16187e-06
srf	21	4.65633e-08
srg	1	2.2173e-09
srh	8	1.77384e-08
sri	656	1.45455e-06
srk	1	2.2173e-09
srl	31	6.87363e-08
srm	47	1.04213e-07
srn	36	7.98228e-08
sro	118	2.61641e-07
srp	39	8.64747e-08
srr	52	1.153e-07
srs	13	2.88249e-08
srt	58	1.28603e-07
sru	181	4.01331e-07
srv	4	8.8692e-09
srw	2	4.4346e-09
srx	9	1.99557e-08
sry	7	1.55211e-08
srz	1	2.2173e-09
ssa	10554	2.34014e-05
ssb	208	4.61198e-07
ssc	82	1.81819e-07
ssd	20	4.4346e-08
sse	14948	3.31442e-05
ssf	30	6.6519e-08
ssg	20	4.4346e-08
ssh	134	2.97118e-07
ssi	11972	2.65455e-05
ssj	15	3.32595e-08
ssk	91	2.01774e-07
ssl	349	7.73838e-07
ssm	545	1.20843e-06
ssn	601	1.3326e-06
sso	10774	2.38892e-05
ssp	164	3.63637e-07
ssr	19	4.21287e-08
sss	1050	2.32817e-06
sst	358	7.93793e-07
ssu	1153	2.55655e-06
ssv	3	6.6519e-09
ssw	113	2.50555e-07
ssy	992	2.19956e-06
ssz	4	8.8692e-09
sta	2530491	0.00561086
stb	102	2.26165e-07
stc	421	9.33483e-07
std	153	3.39247e-07
ste	927341	0.00205619
stf	177	3.92462e-07
stg	861	1.9091e-06
sth	1894	4.19957e-06
sti	885081	0.00196249
stj	17	3.76941e-08
stk	54	1.19734e-07
stl	957	2.12196e-06
stm	2088	4.62972e-06
stn	230	5.09979e-07
sto	771478	0.0017106
stp	376	8.33705e-07
stq	18	3.99114e-08
str	920099	0.00204014
sts	1008	2.23504e-06
stt	100	2.2173e-07
stu	208045	0.000461298
stv	199	4.41243e-07
stw	352	7.8049e-07
stx	13	2.88249e-08
sty	601	1.3326e-06
stz	31	6.87363e-08
sua	58092	0.000128807
sub	108543	0.000240672
suc	64432	0.000142865
sud	12975	2.87695e-05
sue	126726	0.00028099
suf	67488	0.000149641
sug	14839	3.29025e-05
suh	269	5.96454e-07
sui	17046	3.77961e-05
suj	20782	4.60799e-05
suk	1164	2.58094e-06
sul	151808	0.000336604
sum	113691	0.000252087
sun	48210	0.000106896
suñ	421	9.33483e-07
suo	136	3.01553e-07
sup	219517	0.000486735
suq	252	5.5876e-07
sur	97671	0.000216566
sus	551284	0.00122236
sut	5610	1.24391e-05
suu	96	2.12861e-07
suv	141	3.12639e-07
suw	20	4.4346e-08
sux	8	1.77384e-08
suy	20840	4.62085e-05
suz	622	1.37916e-06
sva	9037	2.00377e-05
svb	7	1.55211e-08
svc	3	6.6519e-09
svd	1	2.2173e-09
sve	8483	1.88094e-05
svg	14	3.10422e-08
svi	8709	1.93105e-05
svk	10	2.2173e-08
svm	9	1.99557e-08
svn	1	2.2173e-09
svo	132	2.92684e-07
svp	1	2.2173e-09
svq	1	2.2173e-09
svr	5	1.10865e-08
svs	29	6.43017e-08
svt	2	4.4346e-09
svu	8	1.77384e-08
svx	7	1.55211e-08
svy	8	1.77384e-08
swa	2397	5.31487e-06
swb	1	2.2173e-09
swc	2	4.4346e-09
swd	20	4.4346e-08
swe	797	1.76719e-06
swf	19	4.21287e-08
swg	1	2.2173e-09
swh	6	1.33038e-08
swi	988	2.19069e-06
swk	2	4.4346e-09
swl	5	1.10865e-08
swm	1	2.2173e-09
swn	2	4.4346e-09
swo	367	8.13749e-07
swp	3	6.6519e-09
swr	4	8.8692e-09
sws	5	1.10865e-08
swu	5	1.10865e-08
swv	2	4.4346e-09
sww	4	8.8692e-09
swy	39	8.64747e-08
swz	2	4.4346e-09
sxc	2	4.4346e-09
sxe	2	4.4346e-09
sxf	1	2.2173e-09
sxg	34	7.53882e-08
sxh	1	2.2173e-09
sxi	4	8.8692e-09
sxl	2	4.4346e-09
sxm	1	2.2173e-09
sxp	1	2.2173e-09
sxu	1	2.2173e-09
sxv	1	2.2173e-09
sxx	2	4.4346e-09
sya	127	2.81597e-07
syb	58	1.28603e-07
syc	247	5.47673e-07
syd	860	1.90688e-06
sye	68	1.50776e-07
syf	8	1.77384e-08
syg	21	4.65633e-08
syh	1	2.2173e-09
syi	3	6.6519e-09
syj	2	4.4346e-09
syk	36	7.98228e-08
syl	881	1.95344e-06
sym	358	7.93793e-07
syn	370	8.20401e-07
syo	10	2.2173e-08
syp	47	1.04213e-07
syq	5	1.10865e-08
syr	185	4.10201e-07
sys	930	2.06209e-06
syt	142	3.14857e-07
syu	581	1.28825e-06
syv	1	2.2173e-09
syy	2	4.4346e-09
syz	4	8.8692e-09
sza	352	7.8049e-07
szb	4	8.8692e-09
szc	87	1.92905e-07
szd	3	6.6519e-09
sze	405	8.98007e-07
szf	3	6.6519e-09
szg	17	3.76941e-08
szh	3	6.6519e-09
szi	48	1.0643e-07
szk	85	1.88471e-07
szl	93	2.06209e-07
szm	18	3.99114e-08
szn	8	1.77384e-08
szo	57	1.26386e-07
szp	27	5.98671e-08
szq	1	2.2173e-09
szr	2	4.4346e-09
szs	1	2.2173e-09
szt	288	6.38582e-07
szu	64	1.41907e-07
szv	1	2.2173e-09
szw	7	1.55211e-08
szy	156	3.45899e-07
szz	2	4.4346e-09
taa	683	1.51442e-06
tab	412963	0.000915663
tac	343429	0.000761485
tad	804681	0.00178422
tae	1665	3.6918e-06
taf	16362	3.62795e-05
tag	34112	7.56365e-05
tah	2421	5.36808e-06
tai	9708	2.15255e-05
taj	42464	9.41554e-05
tak	1501	3.32817e-06
tal	613914	0.00136123
tam	552254	0.00122451
tan	992949	0.00220167
tañ	25237	5.5958e-05
tao	1446	3.20622e-06
tap	39339	8.72264e-05
taq	17754	3.93659e-05
tar	976012	0.00216411
tas	700371	0.00155293
tat	81211	0.000180069
tau	21178	4.6958e-05
tav	27448	6.08605e-05
taw	298	6.60755e-07
tax	7808	1.73127e-05
tay	2010	4.45677e-06
taz	16564	3.67274e-05
tba	320	7.09536e-07
tbb	1	2.2173e-09
tbc	40	8.8692e-08
tbe	216	4.78937e-07
tbf	11	2.43903e-08
tbg	1	2.2173e-09
tbh	2	4.4346e-09
tbi	97	2.15078e-07
tbl	80	1.77384e-07
tbm	8	1.77384e-08
tbn	3	6.6519e-09
tbo	22365	4.95899e-05
tbp	15	3.32595e-08
tbq	1	2.2173e-09
tbr	99	2.19513e-07
tbs	25	5.54325e-08
tbt	15	3.32595e-08
tbu	234	5.18848e-07
tbv	3	6.6519e-09
tbw	8	1.77384e-08
tby	16	3.54768e-08
tbz	12	2.66076e-08
tca	281	6.23061e-07
tcb	28	6.20844e-08
tcc	12	2.66076e-08
tcd	25	5.54325e-08
tce	7601	1.68537e-05
tcf	10	2.2173e-08
tcg	5	1.10865e-08
tch	6804	1.50865e-05
tci	58	1.28603e-07
tck	7	1.55211e-08
tcl	68	1.50776e-07
tcm	10	2.2173e-08
tcn	9	1.99557e-08
tco	314	6.96232e-07
tcp	109	2.41686e-07
tcr	94	2.08426e-07
tcs	63	1.3969e-07
tct	3	6.6519e-09
tcu	64	1.41907e-07
tcw	1	2.2173e-09
tcy	4	8.8692e-09
tcz	6	1.33038e-08
tda	253	5.60977e-07
tdb	23	5.09979e-08
tdc	29	6.43017e-08
tdd	1	2.2173e-09
tde	63	1.3969e-07
tdf	18	3.99114e-08
tdg	4	8.8692e-09
tdh	5	1.10865e-08
tdi	68	1.50776e-07
tdk	262	5.80933e-07
tdl	2	4.4346e-09
tdm	32	7.09536e-08
tdn	3	6.6519e-09
tdo	113	2.50555e-07
tdp	10	2.2173e-08
tdr	21	4.65633e-08
tds	8	1.77384e-08
tdt	4	8.8692e-09
tdu	1	2.2173e-09
tdv	4	8.8692e-09
tdy	1	2.2173e-09
tdz	2	4.4346e-09
tea	108143	0.000239785
teb	8584	1.90333e-05
tec	191072	0.000423664
ted	76067	0.000168663
tee	1955	4.33482e-06
tef	5069	1.12395e-05
teg	103003	0.000228389
teh	1315	2.91575e-06
tei	18876	4.18538e-05
tej	22914	5.08072e-05
tek	531	1.17739e-06
tel	225280	0.000499513
tem	329763	0.000731184
ten	1108668	0.00245825
teñ	5665	1.2561e-05
teo	59569	0.000132082
tep	9434	2.0918e-05
teq	4284	9.49891e-06
ter	1292927	0.00286681
tes	906022	0.00200892
tet	27034	5.99425e-05
teu	2560	5.67629e-06
tev	7923	1.75677e-05
tew	669	1.48337e-06
tex	47071	0.000104371
tey	656	1.45455e-06
tez	19864	4.40444e-05
tfa	147	3.25943e-07
tfb	3	6.6519e-09
tfc	2	4.4346e-09
tfd	6	1.33038e-08
tfe	50	1.10865e-07
tff	4	8.8692e-09
tfg	2	4.4346e-09
tfh	1	2.2173e-09
tfi	155	3.43682e-07
tfj	3	6.6519e-09
tfl	18	3.99114e-08
tfm	1	2.2173e-09
tfn	82	1.81819e-07
tfo	390	8.64747e-07
tfp	40	8.8692e-08
tfr	101	2.23947e-07
tfs	15	3.32595e-08
tft	48	1.0643e-07
tfu	10	2.2173e-08
tfv	1	2.2173e-09
tfw	3	6.6519e-09
tfz	1	2.2173e-09
tga	399	8.84703e-07
tgb	1	2.2173e-09
tgc	2	4.4346e-09
tgd	4	8.8692e-09
tge	1478	3.27717e-06
tgf	9	1.99557e-08
tgg	3	6.6519e-09
tgh	2	4.4346e-09
tgi	12	2.66076e-08
tgk	1	2.2173e-09
tgl	42	9.31266e-08
tgn	29	6.43017e-08
tgo	339	7.51665e-07
tgp	9	1.99557e-08
tgr	492	1.09091e-06
tgs	12	2.66076e-08
tgt	1	2.2173e-09
tgu	426	9.4457e-07
tgv	44	9.75612e-08
tgw	4	8.8692e-09
tgx	1	2.2173e-09
tgy	1	2.2173e-09
tha	7900	1.75167e-05
thb	37	8.20401e-08
thc	151	3.34812e-07
thd	55	1.21952e-07
the	23068	5.11487e-05
thf	175	3.88028e-07
thg	63	1.3969e-07
thh	10	2.2173e-08
thi	3297	7.31044e-06
thj	6	1.33038e-08
thk	160	3.54768e-07
thl	1649	3.65633e-06
thm	309	6.85146e-07
thn	60	1.33038e-07
tho	8316	1.84391e-05
thp	15	3.32595e-08
thq	12	2.66076e-08
thr	1289	2.8581e-06
ths	586	1.29934e-06
tht	28	6.20844e-08
thu	2246	4.98006e-06
thv	6	1.33038e-08
thw	199	4.41243e-07
thx	3	6.6519e-09
thy	1745	3.86919e-06
thz	7	1.55211e-08
tia	151057	0.000334939
tib	39217	8.69559e-05
tic	894145	0.00198259
tid	362131	0.000802953
tie	594602	0.00131841
tif	102412	0.000227078
tig	145571	0.000322775
tih	916	2.03105e-06
tii	1124	2.49225e-06
tij	5126	1.13659e-05
tik	820	1.81819e-06
til	203812	0.000451912
tim	284074	0.000629877
tin	387230	0.000858605
tiñ	1502	3.33038e-06
tio	171524	0.00038032
tip	111310	0.000246808
tiq	5437	1.20555e-05
tir	237868	0.000527425
tis	121502	0.000269406
tit	262092	0.000581137
tiu	2395	5.31043e-06
tiv	632860	0.00140324
tiw	54	1.19734e-07
tix	154	3.41464e-07
tiy	91	2.01774e-07
tiz	58214	0.000129078
tja	445	9.86699e-07
tjb	1	2.2173e-09
tjc	3	6.6519e-09
tjd	2	4.4346e-09
tje	102	2.26165e-07
tji	62	1.37473e-07
tjm	2	4.4346e-09
tjo	49	1.08648e-07
tjt	1	2.2173e-09
tju	418	9.26831e-07
tjv	3	6.6519e-09
tjz	1	2.2173e-09
tka	128	2.83814e-07
tkd	1	2.2173e-09
tke	87	1.92905e-07
tkf	7	1.55211e-08
tkh	4	8.8692e-09
tki	437	9.6896e-07
tkk	10	2.2173e-08
tkl	20	4.4346e-08
tko	429	9.51222e-07
tkr	15	3.32595e-08
tks	3	6.6519e-09
tkt	9	1.99557e-08
tku	58	1.28603e-07
tky	32	7.09536e-08
tla	14388	3.19025e-05
tlb	3	6.6519e-09
tlc	709	1.57207e-06
tld	23	5.09979e-08
tle	15930	3.53216e-05
tlf	71	1.57428e-07
tlg	1	2.2173e-09
tlh	14	3.10422e-08
tli	1283	2.8448e-06
tlj	3	6.6519e-09
tll	663	1.47007e-06
tlm	3	6.6519e-09
tln	2	4.4346e-09
tlñ	1	2.2173e-09
tlo	400	8.8692e-07
tlp	13	2.88249e-08
tlr	4	8.8692e-09
tls	17	3.76941e-08
tlt	7	1.55211e-08
tlu	32	7.09536e-08
tlv	69	1.52994e-07
tly	61	1.35255e-07
tma	2922	6.47895e-06
tmb	45	9.97785e-08
tmc	21	4.65633e-08
tmd	1	2.2173e-09
tme	1941	4.30378e-06
tmf	1	2.2173e-09
tmg	3	6.6519e-09
tmh	2	4.4346e-09
tmi	2714	6.01775e-06
tml	388	8.60312e-07
tmm	28	6.20844e-08
tmn	1	2.2173e-09
tmo	22550	5.00001e-05
tmp	10	2.2173e-08
tmr	6	1.33038e-08
tms	40	8.8692e-08
tmt	16	3.54768e-08
tmu	220	4.87806e-07
tmv	5	1.10865e-08
tmx	1	2.2173e-09
tmy	1	2.2173e-09
tna	2567	5.69181e-06
tnc	51	1.13082e-07
tnd	4	8.8692e-09
tne	1437	3.18626e-06
tnf	33	7.31709e-08
tng	8	1.77384e-08
tni	3558	7.88915e-06
tnj	2	4.4346e-09
tnl	10	2.2173e-08
tnm	26	5.76498e-08
tnn	12	2.66076e-08
tno	1262	2.79823e-06
tnp	43	9.53439e-08
tnr	1	2.2173e-09
tns	7	1.55211e-08
tnt	104	2.30599e-07
tnu	44	9.75612e-08
tny	27	5.98671e-08
tña	1	2.2173e-09
tñd	1	2.2173e-09
toa	3262	7.23283e-06
tob	13614	3.01863e-05
toc	51539	0.000114277
tod	630088	0.00139709
toe	2921	6.47673e-06
tof	3294	7.30379e-06
tog	36878	8.17696e-05
toh	333	7.38361e-07
toi	4513	1.00067e-05
toj	3366	7.46343e-06
tok	2555	5.6652e-06
tol	65362	0.000144927
tom	162179	0.0003596
ton	271137	0.000601192
toñ	6556	1.45366e-05
too	873	1.9357e-06
top	23329	5.17274e-05
toq	6493	1.43969e-05
tor	848203	0.00188072
tos	1042128	0.00231071
tot	62993	0.000139674
tou	5838	1.29446e-05
tov	3754	8.32374e-06
tow	1352	2.99779e-06
tox	9141	2.02683e-05
toy	32878	7.29004e-05
toz	1858	4.11974e-06
tpa	221	4.90023e-07
tpb	27	5.98671e-08
tpc	24	5.32152e-08
tpd	13	2.88249e-08
tpe	262	5.80933e-07
tpf	7	1.55211e-08
tpg	11	2.43903e-08
tph	58	1.28603e-07
